PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"SIEVERDING, E; HOWELER, RH",,,,"SIEVERDING, E; HOWELER, RH",,,INFLUENCE OF SPECIES OF VA MYCORRHIZAL FUNGI ON CASSAVA YIELD RESPONSE TO PHOSPHORUS FERTILIZATION,PLANT AND SOIL,,,English,Article,,,,,,,,,,"SIEVERDING, E (reprint author), CTR INT AGR TROP,APDO AEREO 6713,CALI,COLOMBIA.",,,,,,,22,26,30,0,13,KLUWER ACADEMIC PUBL,DORDRECHT,"SPUIBOULEVARD 50, PO BOX 17, 3300 AA DORDRECHT, NETHERLANDS",0032-079X,,,PLANT SOIL,Plant Soil,,1985,88,2,,,,,213,221,,10.1007/BF02182447,,,9,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,ASK50,WOS:A1985ASK5000005,,,,,10/31/19
J,"AHMAD, MH; SMITH, E",,,,"AHMAD, MH; SMITH, E",,,UTILIZATION OF CARBON AND NITROGEN-SOURCES AND ACID ALKALI PRODUCTION BY COWPEA RHIZOBIA,PLANT AND SOIL,,,English,Note,,,,,,,,,,"AHMAD, MH (reprint author), UNIV W INDIES, DEPT BIOCHEM, KINGSTON, JAMAICA.",,,,,,,10,9,10,0,2,SPRINGER,DORDRECHT,"VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS",0032-079X,,,PLANT SOIL,Plant Soil,,1985,86,2,,,,,279,282,,10.1007/BF02182904,,,4,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,ALC84,WOS:A1985ALC8400014,,,,,10/31/19
J,"STRZELCZYK, E; LENIARSKA, U",,,,"STRZELCZYK, E; LENIARSKA, U",,,PRODUCTION OF B-GROUP VITAMINS BY MYCORRHIZAL FUNGI AND ACTINOMYCETES ISOLATED FROM THE ROOT ZONE OF PINE (PINUS-SYLVESTRIS L),PLANT AND SOIL,,,English,Article,,,,,,,,,,"STRZELCZYK, E (reprint author), NICHOLAS COPERNICUS UNIV,INST BIOL,MICROBIOL LAB,PL-87100 TORUN,POLAND.",,,,,,,23,26,26,0,0,KLUWER ACADEMIC PUBL,DORDRECHT,"SPUIBOULEVARD 50, PO BOX 17, 3300 AA DORDRECHT, NETHERLANDS",0032-079X,,,PLANT SOIL,Plant Soil,,1985,86,3,,,,,387,394,,10.1007/BF02145459,,,8,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,ANZ44,WOS:A1985ANZ4400008,,,,,10/31/19
J,"MALLIK, MAB; TESFAI, K",,,,"MALLIK, MAB; TESFAI, K",,,PESTICIDAL EFFECT ON SOYBEAN-RHIZOBIA SYMBIOSIS,PLANT AND SOIL,,,English,Article,,,,,,,,,,"MALLIK, MAB (reprint author), LANGSTON UNIV,AGR RES CTR,LANGSTON,OK 73050, USA.",,,,,,,21,47,52,0,3,KLUWER ACADEMIC PUBL,DORDRECHT,"SPUIBOULEVARD 50, PO BOX 17, 3300 AA DORDRECHT, NETHERLANDS",0032-079X,,,PLANT SOIL,Plant Soil,,1985,85,1,,,,,33,41,,10.1007/BF02197798,,,9,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,AJB02,WOS:A1985AJB0200004,,,,,10/31/19
J,"SINGH, KP; SRIVASTAVA, SK",,,,"SINGH, KP; SRIVASTAVA, SK",,,"SEASONAL-VARIATIONS IN THE SPATIAL-DISTRIBUTION OF ROOT-TIPS IN TEAK (TECTONIA-GRANDIS LINN-F) PLANTATIONS IN THE VARANASI FOREST DIVISION, INDIA",PLANT AND SOIL,,,English,Article,,,,,,,,,,"SINGH, KP (reprint author), BANARAS HINDU UNIV,CTR ADV STUDY BOT,ECOL RES LAB,VARANASI 221005,UTTAR PRADESH,INDIA.",,"Singh, K/B-3678-2013",,,,,23,11,11,0,0,KLUWER ACADEMIC PUBL,DORDRECHT,"SPUIBOULEVARD 50, PO BOX 17, 3300 AA DORDRECHT, NETHERLANDS",0032-079X,,,PLANT SOIL,Plant Soil,,1985,84,1,,,,,93,104,,10.1007/BF02197870,,,12,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,AFT76,WOS:A1985AFT7600010,,,,,10/31/19
J,"SALINAS, JG; SANZ, JI; SIEVERDING, E",,,,"SALINAS, JG; SANZ, JI; SIEVERDING, E",,,IMPORTANCE OF VA MYCORRHIZAE FOR PHOSPHORUS SUPPLY TO PASTURE PLANTS IN TROPICAL OXISOLS,PLANT AND SOIL,,,English,Article,,,,,,,,,,"SALINAS, JG (reprint author), CTR INT AGR TROP,AA 6713,CALI,COLOMBIA.",,,,,,,33,20,20,0,4,KLUWER ACADEMIC PUBL,DORDRECHT,"SPUIBOULEVARD 50, PO BOX 17, 3300 AA DORDRECHT, NETHERLANDS",0032-079X,,,PLANT SOIL,Plant Soil,,1985,84,3,,,,,347,360,,10.1007/BF02275474,,,14,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,AJA66,WOS:A1985AJA6600005,,,,,10/31/19
J,"FORD, VL; TORBERT, JL; BURGER, JA; MILLER, OK",,,,"FORD, VL; TORBERT, JL; BURGER, JA; MILLER, OK",,,COMPARATIVE EFFECTS OF 4 MYCORRHIZAL FUNGI ON LOBLOLLY-PINE SEEDLINGS GROWING IN A GREENHOUSE IN A PIEDMONT SOIL,PLANT AND SOIL,,,English,Article,,,,,,,,,"VIRGINIA POLYTECH INST & STATE UNIV,SCH FORESTRY & WILDLIFE RESOURCES,BLACKSBURG,VA 24061; VIRGINIA POLYTECH INST & STATE UNIV,DEPT BIOL,BLACKSBURG,VA 24061","FORD, VL (reprint author), UNIV ARKANSAS,COOPERAT EXTENS SERV,HOPE,AR 71801, USA.",,,,,,,19,13,14,0,3,KLUWER ACADEMIC PUBL,DORDRECHT,"SPUIBOULEVARD 50, PO BOX 17, 3300 AA DORDRECHT, NETHERLANDS",0032-079X,,,PLANT SOIL,Plant Soil,,1985,83,2,,,,,215,221,,10.1007/BF02184293,,,7,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,ADJ06,WOS:A1985ADJ0600002,,,,,10/31/19
J,"MORTON, JB",,,,"MORTON, JB",,,UNDERESTIMATION OF MOST PROBABLE NUMBERS OF VESICULAR ARBUSCULAR ENDOPHYTES BECAUSE OF NON-STAINING MYCORRHIZAE,SOIL BIOLOGY & BIOCHEMISTRY,,,English,Note,,,,,,,,,,"MORTON, JB (reprint author), W VIRGINIA UNIV,DIV PLANT & SOIL SCI,MORGANTOWN,WV 26506, USA.",,,,,,,13,15,15,0,2,PERGAMON-ELSEVIER SCIENCE LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND OX5 1GB",0038-0717,,,SOIL BIOL BIOCHEM,Soil Biol. Biochem.,,1985,17,3,,,,,383,384,,10.1016/0038-0717(85)90078-1,,,2,Soil Science,Agriculture,AJE61,WOS:A1985AJE6100021,,,,,10/31/19
J,"COOPER, JE; WOOD, M; BJOURSON, AJ",,,,"COOPER, JE; WOOD, M; BJOURSON, AJ",,,NODULATION OF LOTUS-PEDUNCULATUS IN ACID ROOTING SOLUTION BY FAST-GROWING AND SLOW-GROWING RHIZOBIA,SOIL BIOLOGY & BIOCHEMISTRY,,,English,Article,,,,,,,,,"DEPT AGR NO IRELAND,AGR & FOOD BACTERIOL RES DIV,BELFAST BT9 5PX,NORTH IRELAND","COOPER, JE (reprint author), QUEENS UNIV BELFAST,DEPT AGR & FOOD BACTERIOL,BELFAST BT7 1NN,ANTRIM,NORTH IRELAND.",,,"John, Anthony/0000-0002-1105-7147",,,,21,19,21,0,6,PERGAMON-ELSEVIER SCIENCE LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND OX5 1GB",0038-0717,,,SOIL BIOL BIOCHEM,Soil Biol. Biochem.,,1985,17,4,,,,,487,492,,10.1016/0038-0717(85)90015-X,,,6,Soil Science,Agriculture,ANN04,WOS:A1985ANN0400015,,,,,10/31/19
J,"WOOD, M; COOPER, JE",,,,"WOOD, M; COOPER, JE",,,SCREENING CLOVER AND LOTUS RHIZOBIA FOR TOLERANCE OF ACIDITY AND ALUMINUM,SOIL BIOLOGY & BIOCHEMISTRY,,,English,Article,,,,,,,,,"QUEENS UNIV,DEPT AGR & FOOD BACTERIOL,KINGSTON K7L 3N6,ONTARIO,CANADA; DEPT AGR NO IRELAND,AGR & FOOD BACTERIOL RES DIV,BELFAST BT9 5PX,NORTH IRELAND",,,,,,,,17,34,34,0,8,PERGAMON-ELSEVIER SCIENCE LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND OX5 1GB",0038-0717,,,SOIL BIOL BIOCHEM,Soil Biol. Biochem.,,1985,17,4,,,,,493,497,,10.1016/0038-0717(85)90016-1,,,5,Soil Science,Agriculture,ANN04,WOS:A1985ANN0400016,,,,,10/31/19
J,"SHOUSHTARI, NH; PEPPER, IL",,,,"SHOUSHTARI, NH; PEPPER, IL",,,MESQUITE RHIZOBIA ISOLATED FROM THE SONORAN DESERT - PHYSIOLOGY AND EFFECTIVENESS,SOIL BIOLOGY & BIOCHEMISTRY,,,English,Article,,,,,,,,,,"SHOUSHTARI, NH (reprint author), UNIV ARIZONA,DEPT SOIL & WATER SCI,429 AGR SCI,TUCSON,AZ 85721, USA.",,,,,,,29,13,13,0,1,PERGAMON-ELSEVIER SCIENCE LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND OX5 1GB",0038-0717,,,SOIL BIOL BIOCHEM,Soil Biol. Biochem.,,1985,17,6,,,,,797,802,,10.1016/0038-0717(85)90135-X,,,6,Soil Science,Agriculture,AVX97,WOS:A1985AVX9700009,,,,,10/31/19
J,"SHOUSHTARI, NH; PEPPER, IL",,,,"SHOUSHTARI, NH; PEPPER, IL",,,MESQUITE RHIZOBIA ISOLATED FROM THE SONORAN DESERT - COMPETITIVENESS AND SURVIVAL IN SOIL,SOIL BIOLOGY & BIOCHEMISTRY,,,English,Article,,,,,,,,,,"SHOUSHTARI, NH (reprint author), UNIV ARIZONA,DEPT SOIL & WATER SCI,429 AGR SCI,TUCSON,AZ 85721, USA.",,,,,,,24,16,17,0,0,PERGAMON-ELSEVIER SCIENCE LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND OX5 1GB",0038-0717,,,SOIL BIOL BIOCHEM,Soil Biol. Biochem.,,1985,17,6,,,,,803,806,,10.1016/0038-0717(85)90136-1,,,4,Soil Science,Agriculture,AVX97,WOS:A1985AVX9700010,,,,,10/31/19
J,"BETHLENFALVAY, GJ; ULRICH, JM; BROWN, MS",,,,"BETHLENFALVAY, GJ; ULRICH, JM; BROWN, MS",,,"PLANT-RESPONSE TO MYCORRHIZAL FUNGI - HOST, ENDOPHYTE, AND SOIL EFFECTS",SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,,,English,Article,,,,,,,,,,"BETHLENFALVAY, GJ (reprint author), USDA ARS,WESTERN REG RES CTR,BERKELEY,CA 94710, USA.",,,,,,,36,32,32,0,0,SOIL SCI SOC AMER,MADISON,"677 SOUTH SEGOE ROAD, MADISON, WI 53711",0361-5995,,,SOIL SCI SOC AM J,Soil Sci. Soc. Am. J.,,1985,49,5,,,,,1164,1168,,10.2136/sssaj1985.03615995004900050018x,,,5,Soil Science,Agriculture,ASP06,WOS:A1985ASP0600018,,,,,10/31/19
J,"SCHONHAR, S",,,,"SCHONHAR, S",,,INFECTION TESTS WITH SEEDLINGS OF PICEA-ABIES KARST AND PINUS-SYLVESTRIS L BY USING FUNGI FREQUENTLY OBTAINED FROM DECAYED FINE ROOTS OF CONIFERS,ALLGEMEINE FORST UND JAGDZEITUNG,,,German,Article,,,,,,,,,,"SCHONHAR, S (reprint author), FORSTLICHEN VERSUCHS & FORSCH ANSTALT BADEN WURTTEMBERG,FREIBURG,FED REP GER.",,,,,,,0,8,8,0,0,SAUERLANDERS VERLAG,FRANKFURT,"FINKENHOFSTRASSE 21, W-6000 FRANKFURT, GERMANY",Feb-52,,,ALLG FORST JAGDZTG,Allg. Forst Jagdztg.,,1984,155,8-Jul,,,,,191,192,,,,,2,Forestry,Forestry,TH520,WOS:A1984TH52000003,,,,,10/31/19
J,"DANIELSON, RM; VISSER, S; PARKINSON, D",,,,"DANIELSON, RM; VISSER, S; PARKINSON, D",,,THE EFFECTIVENESS OF MYCELIAL SLURRIES OF MYCORRHIZAL FUNGI FOR THE INOCULATION OF CONTAINER-GROWN JACK PINE-SEEDLINGS,CANADIAN JOURNAL OF FOREST RESEARCH-REVUE CANADIENNE DE RECHERCHE FORESTIERE,,,English,Note,,,,,,,,,,"DANIELSON, RM (reprint author), UNIV CALGARY,DEPT BIOL,CALGARY T2N 1N4,ALBERTA,CANADA.",,,,,,,10,19,21,0,0,NATL RESEARCH COUNCIL CANADA,OTTAWA,"RESEARCH JOURNALS, MONTREAL RD, OTTAWA ON K1A 0R6, CANADA",0045-5067,,,CAN J FOREST RES,Can. J. For. Res.-Rev. Can. Rech. For.,,1984,14,1,,,,,140,142,,10.1139/x84-028,,,3,Forestry,Forestry,SH218,WOS:A1984SH21800028,,,,,10/31/19
J,"SAUER, RH; WARNER, ML; HINDS, WT",,,,"SAUER, RH; WARNER, ML; HINDS, WT",,,INDIRECT DETERMINATION OF ROOTING DEPTH AND PERMANENT WILTING POINT,ECOLOGICAL MODELLING,,,English,Article,,,,,,,,,,"SAUER, RH (reprint author), PACIFIC NW LABS, POB 999, RICHLAND, WA 99352 USA.",,,,,,,21,1,1,1,11,ELSEVIER SCIENCE BV,AMSTERDAM,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",0304-3800,,,ECOL MODEL,Ecol. Model.,,1984,21,2-Jan,,,,,109,124,,10.1016/0304-3800(84)90027-9,,,16,Ecology,Environmental Sciences & Ecology,SG998,WOS:A1984SG99800007,,,,,10/31/19
J,"LISS, B; BLASCHKE, H; SCHUTT, P",,,,"LISS, B; BLASCHKE, H; SCHUTT, P",,,FINE ROOT STUDIES IN 2 OLD GROWTH SPRUCE FORESTS AFFECTED BY WALDSTERBEN IN BAVARIA,EUROPEAN JOURNAL OF FOREST PATHOLOGY,,,German,Article,,,,,,,,,,"LISS, B (reprint author), UNIV MUNICH,LEHRSTUHL FORSTBOT,D-8000 MUNICH 40,FED REP GER.",,,,,,,38,26,28,0,0,BLACKWELL WISSENSCHAFTS-VERLAG GMBH,BERLIN,"KURFURSTENDAMM 57, D-10707 BERLIN, GERMANY",0300-1237,,,EUR J FOREST PATHOL,Eur. J. Forest Pathol.,,1984,14,2,,,,,90,102,,,,,13,Forestry,Forestry,SU839,WOS:A1984SU83900004,,,,,10/31/19
J,"LAST, FT; MASON, PA; PELHAM, J; INGLEBY, K",,,,"LAST, FT; MASON, PA; PELHAM, J; INGLEBY, K",,,FRUITBODY PRODUCTION BY SHEATHING MYCORRHIZAL FUNGI - EFFECTS OF HOST GENOTYPES AND PROPAGATING SOILS,FOREST ECOLOGY AND MANAGEMENT,,,English,Article,,,,,,,,,,"LAST, FT (reprint author), INST TERR ECOL,BUSH ESTATE,PENICUIK EH26 0QB,MIDLOTHIAN,SCOTLAND.",,,,,,,10,18,18,0,2,ELSEVIER SCIENCE BV,AMSTERDAM,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",0378-1127,,,FOREST ECOL MANAG,For. Ecol. Manage.,,1984,9,3,,,,,221,227,,10.1016/0378-1127(84)90049-5,,,7,Forestry,Forestry,TQ577,WOS:A1984TQ57700006,,,,,10/31/19
J,"LAST, FT; MASON, PA; INGLEBY, K; FLEMING, LV",,,,"LAST, FT; MASON, PA; INGLEBY, K; FLEMING, LV",,,SUCCESSION OF FRUITBODIES OF SHEATHING MYCORRHIZAL FUNGI ASSOCIATED WITH BETULA-PENDULA,FOREST ECOLOGY AND MANAGEMENT,,,English,Article,,,,,,,,,"SCH AGR EDINBURGH,DEPT MICROBIOL,EDINBURGH EH9 3JG,SCOTLAND","LAST, FT (reprint author), INST TERR ECOL,BUSH ESTATE,PENICUIK EH26 0QB,MIDLOTHIAN,SCOTLAND.",,,,,,,9,46,48,0,5,ELSEVIER SCIENCE BV,AMSTERDAM,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",0378-1127,,,FOREST ECOL MANAG,For. Ecol. Manage.,,1984,9,3,,,,,229,234,,10.1016/0378-1127(84)90050-1,,,6,Forestry,Forestry,TQ577,WOS:A1984TQ57700007,,,,,10/31/19
J,"JOSLIN, JD; HENDERSON, GS",,,,"JOSLIN, JD; HENDERSON, GS",,,THE DETERMINATION OF PERCENTAGES OF LIVING TISSUE IN WOODY FINE ROOT SAMPLES USING TRIPHENYLTETRAZOLIUM CHLORIDE,FOREST SCIENCE,,,English,Note,,,,,,,,,"UNIV MISSOURI,SCH FORESTRY FISHERIES & WILDLIFE,COLUMBIA,MO 65211","JOSLIN, JD (reprint author), OAK RIDGE NATL LAB,TENNESSE VALLEY AUTHOR,DIV AIR & WATER RESOURCES,OAK RIDGE,TN 37830, USA.",,,,,,,16,37,44,0,1,SOC AMER FORESTERS,BETHESDA,"5400 GROSVENOR LANE, BETHESDA, MD 20814",0015-749X,,,FOREST SCI,For. Sci.,,1984,30,4,,,,,965,970,,,,,6,Forestry,Forestry,ABS08,WOS:A1984ABS0800013,,,,,10/31/19
J,"JOHNSON, PS; NOVINGER, SL; MARES, WG",,,,"JOHNSON, PS; NOVINGER, SL; MARES, WG",,,"ROOT, SHOOT, AND LEAF-AREA GROWTH POTENTIALS OF NORTHERN RED OAK PLANTING STOCK",FOREST SCIENCE,,,English,Article,,,,,,,,,"MISSOURI DEPT CONSERVAT,GEORGE O WHITE STATE FOREST NURSERY,LICKING,MO","JOHNSON, PS (reprint author), US FOREST SERV,NO CENT FOREST EXPT STN,COLUMBIA,MO 65211, USA.",,,,,,,22,31,34,0,2,SOC AMER FORESTERS,BETHESDA,"5400 GROSVENOR LANE, BETHESDA, MD 20814",0015-749X,,,FOREST SCI,For. Sci.,,1984,30,4,,,,,1017,1026,,,,,10,Forestry,Forestry,ABS08,WOS:A1984ABS0800019,,,,,10/31/19
J,"STIENEN, H; BARCKHAUSEN, R; SCHAUB, H; BAUCH, J",,,,"STIENEN, H; BARCKHAUSEN, R; SCHAUB, H; BAUCH, J",,,MICROSCOPIC AND MICROPROBE ANALYSIS OF FINE ROOTS IN HEALTHY AND DECLINING SPRUCE (PICEA-ABIES[ L]KARST) FROM DIFFERENT SITES,FORSTWISSENSCHAFTLICHES CENTRALBLATT,,,German,Article,,,,,,,,,,"STIENEN, H (reprint author), UNIV HAMBURG,D-2050 HAMBURG 80,FED REP GER.",,,,,,,0,20,20,0,0,BLACKWELL WISSENSCHAFTS-VERLAG GMBH,BERLIN,"KURFURSTENDAMM 57, D-10707 BERLIN, GERMANY",0015-8003,,,FORSTWISS CENTRALBL,Forstwiss. Cent.bl.,,1984,103,5-Apr,,,,,262,274,,10.1007/BF02744237,,,13,Forestry,Forestry,TG770,WOS:A1984TG77000004,,,,,10/31/19
J,"RUMBAUGH, MD; JOHNSON, DA",,,,"RUMBAUGH, MD; JOHNSON, DA",,,NODULATION AND ACETYLENE-REDUCTION BY 2 LEGUMES WITH RHIZOBIA INDIGENOUS TO NORTHERN GREAT-BASIN SOILS,GREAT BASIN NATURALIST,,,English,Article,,,,,,,,,,"RUMBAUGH, MD (reprint author), UTAH STATE UNIV,USDA ARS,CROPS RES LAB,LOGAN,UT 84322, USA.",,,,,,,0,1,1,0,0,BRIGHAM YOUNG UNIV,PROVO,"290 LIFE SCIENCE MUSEUM, PROVO, UT 84602",0017-3614,,,GREAT BASIN NAT,Gt. Basin Nat.,,1984,44,1,,,,,151,158,,,,,8,Ecology,Environmental Sciences & Ecology,SH889,WOS:A1984SH88900017,,,,,10/31/19
J,"CALL, CA; MCKELL, CM",,,,"CALL, CA; MCKELL, CM",,,FIELD ESTABLISHMENT OF FOURWING SALTBUSH IN PROCESSED OIL-SHALE AND DISTURBED NATIVE SOIL AS INFLUENCED BY VESICULAR-ARBUSCULAR MYCORRHIZAE,GREAT BASIN NATURALIST,,,English,Article,,,,,,,,,,"CALL, CA (reprint author), TEXAS A&M UNIV,DEPT RANGE SCI,COLLEGE STN,TX 77843, USA.",,,,,,,0,9,9,0,0,BRIGHAM YOUNG UNIV,PROVO,"290 LIFE SCIENCE MUSEUM, PROVO, UT 84602",0017-3614,,,GREAT BASIN NAT,Gt. Basin Nat.,,1984,44,2,,,,,363,371,,,,,9,Ecology,Environmental Sciences & Ecology,TA273,WOS:A1984TA27300021,,,,,10/31/19
J,"DOERR, TB; REDENTE, EF; REEVES, FB",,,,"DOERR, TB; REDENTE, EF; REEVES, FB",,,EFFECTS OF SOIL DISTURBANCE ON PLANT SUCCESSION AND LEVELS OF MYCORRHIZAL FUNGI IN A SAGEBRUSH-GRASSLAND COMMUNITY,JOURNAL OF RANGE MANAGEMENT,,,English,Article,,,,,,,,,"COLORADO STATE UNIV,DEPT RANGE SCI,FT COLLINS,CO 80523; COLORADO STATE UNIV,DEPT BOT & PLANT PATHOL,FT COLLINS,CO 80523",,,,,,,,28,27,27,1,14,SOC RANGE MANAGEMENT,DENVER,"1839 YORK ST, DENVER, CO 80206",0022-409X,,,J RANGE MANAGE,J. Range Manage.,,1984,37,2,,,,,135,139,,10.2307/3898900,,,5,"Agriculture, Dairy & Animal Science; Ecology",Agriculture; Environmental Sciences & Ecology,SU626,WOS:A1984SU62600009,,,,,10/31/19
J,"CASELLA, S; LEPORINI, C; NUTI, MP",,,,"CASELLA, S; LEPORINI, C; NUTI, MP",,,"NITROUS-OXIDE PRODUCTION BY NITROGEN-FIXING, FAST-GROWING RHIZOBIA",MICROBIAL ECOLOGY,,,English,Article,,,,,,,,,"UNIV PADUA,IST CHIM & IND AGR,I-35100 PADUA,ITALY","CASELLA, S (reprint author), UNIV PISA,IST MICROBIOL AGR,I-56100 PISA,ITALY.",,,,,,,22,15,15,1,4,SPRINGER VERLAG,NEW YORK,"175 FIFTH AVE, NEW YORK, NY 10010",0095-3628,,,MICROBIAL ECOL,Microb. Ecol.,,1984,10,2,,,,,107,114,,10.1007/BF02011418,,,8,Ecology; Marine & Freshwater Biology; Microbiology,Environmental Sciences & Ecology; Marine & Freshwater Biology; Microbiology,TA145,WOS:A1984TA14500004,24221091,,,,10/31/19
J,"ARNOLD, PT; KAPUSTKA, LA",,,,"ARNOLD, PT; KAPUSTKA, LA",,,EFFECTS OF SLUDGE APPLICATION ON VA MYCORRHIZAL FUNGI,OHIO JOURNAL OF SCIENCE,,,English,Meeting Abstract,,,,,,,,,"MIAMI UNIV,DEPT BOT,OXFORD,OH 45056",,,,,,,,0,0,0,0,0,OHIO ACAD SCIENCE,COLUMBUS,"1500 W 3RD AVE SUITE 223, COLUMBUS, OH 43212-2817",0030-0950,,,OHIO J SCI,Ohio J. Sci.,,1984,84,2,,,,,88,88,,,,,1,Ecology; Zoology,Environmental Sciences & Ecology; Zoology,SN637,WOS:A1984SN63700314,,,,,10/31/19
J,"MCCLAUGHERTY, CA; ABER, JD; MELILLO, JM",,,,"MCCLAUGHERTY, CA; ABER, JD; MELILLO, JM",,,DECOMPOSITION DYNAMICS OF FINE ROOTS IN FORESTED ECOSYSTEMS,OIKOS,,,English,Article,,,,,,,,,"UNIV MICHIGAN,DEPT FORESTRY,ANN ARBOR,MI 48109; MARINE BIOL LAB,CTR ECOSYST,WOODS HOLE,MA 02543","MCCLAUGHERTY, CA (reprint author), SWEDISH UNIV AGR SCI,DEPT ECOL & ENVIRONM RES,S-75007 UPPSALA,SWEDEN.",,,,,,,31,129,143,0,22,MUNKSGAARD INT PUBL LTD,COPENHAGEN,"35 NORRE SOGADE, PO BOX 2148, DK-1016 COPENHAGEN, DENMARK",0030-1299,,,OIKOS,Oikos,,1984,42,3,,,,,378,386,,10.2307/3544408,,,9,Ecology,Environmental Sciences & Ecology,SL582,WOS:A1984SL58200016,,,,,10/31/19
J,"SINGH, KP; SRIVASTAVA, SK",,,,"SINGH, KP; SRIVASTAVA, SK",,,SPATIAL-DISTRIBUTION OF FINE ROOT MASS IN YOUNG TREES (TECTONA-GRANDIS) OF VARYING GIRTH SIZES,PEDOBIOLOGIA,,,English,Article,,,,,,,,,,"SINGH, KP (reprint author), BANARAS HINDU UNIV,CTR ADV STUDY BOT,ECOL RES LAB,VARANASI 221005,UTTAR PRADESH,INDIA.",,"Singh, K/B-3678-2013",,,,,21,9,10,0,0,GUSTAV FISCHER VERLAG,JENA,"VILLENGANG 2, D-07745 JENA, GERMANY",0031-4056,,,PEDOBIOLOGIA,Pedobiologia,,1984,27,3,,,,,161,170,,,,,10,Ecology; Soil Science,Environmental Sciences & Ecology; Agriculture,TW701,WOS:A1984TW70100001,,,,,10/31/19
J,"YOUNG, CC",,,,"YOUNG, CC",,,AUTOINTOXICATION IN ROOT EXUDATES OF ASPARAGUS-OFFICINALIS L,PLANT AND SOIL,,,English,Article,,,,,,,,,,"YOUNG, CC (reprint author), NAT CHUNG HSING UNIV,DEPT SOIL SCI,TAICHUNG 400,TAIWAN.",,,,,,,31,52,59,0,3,KLUWER ACADEMIC PUBL,DORDRECHT,"SPUIBOULEVARD 50, PO BOX 17, 3300 AA DORDRECHT, NETHERLANDS",0032-079X,,,PLANT SOIL,Plant Soil,,1984,82,2,,,,,247,253,,10.1007/BF02220251,,,7,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,TX647,WOS:A1984TX64700009,,,,,10/31/19
J,"STRZELCZYK, E; POKOJSKABURDZIEJ, A",,,,"STRZELCZYK, E; POKOJSKABURDZIEJ, A",,,"PRODUCTION OF AUXINS AND GIBBERELLIN-LIKE SUBSTANCES BY MYCORRHIZAL FUNGI, BACTERIA AND ACTINOMYCETES ISOLATED FROM SOIL AND THE MYCORRHIZOSPHERE OF PINE (PINUS, SILVESTRIS L)",PLANT AND SOIL,,,English,Article,,,,,,,,,,"STRZELCZYK, E (reprint author), NICHOLAS COPERNICUS UNIV,INST BIOL,MICROBIOL LAB,PL-87100 TORUN,POLAND.",,,,,,,28,76,81,0,4,KLUWER ACADEMIC PUBL,DORDRECHT,"SPUIBOULEVARD 50, PO BOX 17, 3300 AA DORDRECHT, NETHERLANDS",0032-079X,,,PLANT SOIL,Plant Soil,,1984,81,2,,,,,185,194,,10.1007/BF02197150,,,10,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,TR090,WOS:A1984TR09000004,,,,,10/31/19
